id_zmienna;zmienna;id_przekroj;nazwa_przekroj;id_jednostka_terytorialna;jednostka_terytorialna;id_typ_informacji;typ_informacji;id_wymiar_2;nazwa_wymiar_2;id_pozycja_2;nazwa_pozycja_2;id_wymiar_3;nazwa_wymiar_3;id_pozycja_3;nazwa_pozycja_3;id_wymiar_4;nazwa_wymiar_4;id_pozycja_4;nazwa_pozycja_4;id_wymiar_5;nazwa_wymiar_5;id_pozycja_5;nazwa_pozycja_5;id_wymiar_6;nazwa_wymiar_6;id_pozycja_6;nazwa_pozycja_6;id_wymiar_7;nazwa_wymiar_7;id_pozycja_7;nazwa_pozycja_7;id_wymiar_8;nazwa_wymiar_8;id_pozycja_8;nazwa_pozycja_8;id_wymiar_9;nazwa_wymiar_9;id_pozycja_9;nazwa_pozycja_9;id_okres;id_daty;opis_okres;wartosc;oznaczenie_braku_wartosci;nazwa_braku_wartosci;oznaczenie_tajnosci;nazwa_tajnosci;oznaczenie_flagi;nazwa_flaga;notka;id_wymiar_10;nazwa_wymiar_10;id_pozycja_10;nazwa_pozycja_10
629;Urządzenia oczyszczające w zakładach szczególnie uciążliwych dla czystości powietrza;907;"Polska, województwa; Urządzenia oczyszczające";35067;DOLNOŚLĄSKIE;94;[szt.];;;;;;;;;;;;;;;;;783;Urządzenia oczyszczające;886134;Elektrofiltry;;;;;;;;;;;;;282;2010;2010 ;64;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;;;;;
629;Urządzenia oczyszczające w zakładach szczególnie uciążliwych dla czystości powietrza;907;"Polska, województwa; Urządzenia oczyszczające";35067;DOLNOŚLĄSKIE;94;[szt.];;;;;;;;;;;;;;;;;783;Urządzenia oczyszczające;886136;Urządzenia mokre;;;;;;;;;;;;;282;2010;2010 ;124;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;;;;;
629;Urządzenia oczyszczające w zakładach szczególnie uciążliwych dla czystości powietrza;907;"Polska, województwa; Urządzenia oczyszczające";35067;DOLNOŚLĄSKIE;94;[szt.];;;;;;;;;;;;;;;;;783;Urządzenia oczyszczające;886138;Inne;;;;;;;;;;;;;282;2010;2010 ;49;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;;;;;
629;Urządzenia oczyszczające w zakładach szczególnie uciążliwych dla czystości powietrza;907;"Polska, województwa; Urządzenia oczyszczające";35067;DOLNOŚLĄSKIE;94;[szt.];;;;;;;;;;;;;;;;;783;Urządzenia oczyszczające;886128;Cyklony;;;;;;;;;;;;;282;2011;2011 ;185;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;;;;;
629;Urządzenia oczyszczające w zakładach szczególnie uciążliwych dla czystości powietrza;907;"Polska, województwa; Urządzenia oczyszczające";35067;DOLNOŚLĄSKIE;94;[szt.];;;;;;;;;;;;;;;;;783;Urządzenia oczyszczające;886130;Multicyklony;;;;;;;;;;;;;282;2011;2011 ;44;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;;;;;
629;Urządzenia oczyszczające w zakładach szczególnie uciążliwych dla czystości powietrza;907;"Polska, województwa; Urządzenia oczyszczające";35067;DOLNOŚLĄSKIE;94;[szt.];;;;;;;;;;;;;;;;;783;Urządzenia oczyszczające;886132;Filtry tkaninowe;;;;;;;;;;;;;282;2011;2011 ;1336;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;;;;;
629;Urządzenia oczyszczające w zakładach szczególnie uciążliwych dla czystości powietrza;907;"Polska, województwa; Urządzenia oczyszczające";35067;DOLNOŚLĄSKIE;94;[szt.];;;;;;;;;;;;;;;;;783;Urządzenia oczyszczające;886134;Elektrofiltry;;;;;;;;;;;;;282;2011;2011 ;49;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;;;;;
629;Urządzenia oczyszczające w zakładach szczególnie uciążliwych dla czystości powietrza;907;"Polska, województwa; Urządzenia oczyszczające";35067;DOLNOŚLĄSKIE;94;[szt.];;;;;;;;;;;;;;;;;783;Urządzenia oczyszczające;886136;Urządzenia mokre;;;;;;;;;;;;;282;2011;2011 ;120;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;;;;;
629;Urządzenia oczyszczające w zakładach szczególnie uciążliwych dla czystości powietrza;907;"Polska, województwa; Urządzenia oczyszczające";35067;DOLNOŚLĄSKIE;94;[szt.];;;;;;;;;;;;;;;;;783;Urządzenia oczyszczające;886138;Inne;;;;;;;;;;;;;282;2011;2011 ;56;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;;;;;
629;Urządzenia oczyszczające w zakładach szczególnie uciążliwych dla czystości powietrza;907;"Polska, województwa; Urządzenia oczyszczające";35067;DOLNOŚLĄSKIE;94;[szt.];;;;;;;;;;;;;;;;;783;Urządzenia oczyszczające;886128;Cyklony;;;;;;;;;;;;;282;2012;2012 ;184;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;;;;;
629;Urządzenia oczyszczające w zakładach szczególnie uciążliwych dla czystości powietrza;907;"Polska, województwa; Urządzenia oczyszczające";35067;DOLNOŚLĄSKIE;94;[szt.];;;;;;;;;;;;;;;;;783;Urządzenia oczyszczające;886130;Multicyklony;;;;;;;;;;;;;282;2012;2012 ;40;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;;;;;
629;Urządzenia oczyszczające w zakładach szczególnie uciążliwych dla czystości powietrza;907;"Polska, województwa; Urządzenia oczyszczające";35067;DOLNOŚLĄSKIE;94;[szt.];;;;;;;;;;;;;;;;;783;Urządzenia oczyszczające;886132;Filtry tkaninowe;;;;;;;;;;;;;282;2012;2012 ;1142;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;;;;;
629;Urządzenia oczyszczające w zakładach szczególnie uciążliwych dla czystości powietrza;907;"Polska, województwa; Urządzenia oczyszczające";35067;DOLNOŚLĄSKIE;94;[szt.];;;;;;;;;;;;;;;;;783;Urządzenia oczyszczające;886134;Elektrofiltry;;;;;;;;;;;;;282;2012;2012 ;48;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;;;;;
629;Urządzenia oczyszczające w zakładach szczególnie uciążliwych dla czystości powietrza;907;"Polska, województwa; Urządzenia oczyszczające";35067;DOLNOŚLĄSKIE;94;[szt.];;;;;;;;;;;;;;;;;783;Urządzenia oczyszczające;886136;Urządzenia mokre;;;;;;;;;;;;;282;2012;2012 ;104;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;;;;;
629;Urządzenia oczyszczające w zakładach szczególnie uciążliwych dla czystości powietrza;907;"Polska, województwa; Urządzenia oczyszczające";35067;DOLNOŚLĄSKIE;94;[szt.];;;;;;;;;;;;;;;;;783;Urządzenia oczyszczające;886138;Inne;;;;;;;;;;;;;282;2012;2012 ;256;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;;;;;
629;Urządzenia oczyszczające w zakładach szczególnie uciążliwych dla czystości powietrza;907;"Polska, województwa; Urządzenia oczyszczające";35067;DOLNOŚLĄSKIE;94;[szt.];;;;;;;;;;;;;;;;;783;Urządzenia oczyszczające;886128;Cyklony;;;;;;;;;;;;;282;2013;2013 ;175;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;;;;;
629;Urządzenia oczyszczające w zakładach szczególnie uciążliwych dla czystości powietrza;907;"Polska, województwa; Urządzenia oczyszczające";35067;DOLNOŚLĄSKIE;94;[szt.];;;;;;;;;;;;;;;;;783;Urządzenia oczyszczające;886130;Multicyklony;;;;;;;;;;;;;282;2013;2013 ;35;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;;;;;
629;Urządzenia oczyszczające w zakładach szczególnie uciążliwych dla czystości powietrza;907;"Polska, województwa; Urządzenia oczyszczające";35067;DOLNOŚLĄSKIE;94;[szt.];;;;;;;;;;;;;;;;;783;Urządzenia oczyszczające;886132;Filtry tkaninowe;;;;;;;;;;;;;282;2013;2013 ;1524;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;;;;;
629;Urządzenia oczyszczające w zakładach szczególnie uciążliwych dla czystości powietrza;907;"Polska, województwa; Urządzenia oczyszczające";35067;DOLNOŚLĄSKIE;94;[szt.];;;;;;;;;;;;;;;;;783;Urządzenia oczyszczające;886134;Elektrofiltry;;;;;;;;;;;;;282;2013;2013 ;45;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;;;;;
629;Urządzenia oczyszczające w zakładach szczególnie uciążliwych dla czystości powietrza;907;"Polska, województwa; Urządzenia oczyszczające";35067;DOLNOŚLĄSKIE;94;[szt.];;;;;;;;;;;;;;;;;783;Urządzenia oczyszczające;886136;Urządzenia mokre;;;;;;;;;;;;;282;2013;2013 ;105;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;;;;;
629;Urządzenia oczyszczające w zakładach szczególnie uciążliwych dla czystości powietrza;907;"Polska, województwa; Urządzenia oczyszczające";35067;DOLNOŚLĄSKIE;94;[szt.];;;;;;;;;;;;;;;;;783;Urządzenia oczyszczające;886138;Inne;;;;;;;;;;;;;282;2013;2013 ;162;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;;;;;
629;Urządzenia oczyszczające w zakładach szczególnie uciążliwych dla czystości powietrza;907;"Polska, województwa; Urządzenia oczyszczające";35067;DOLNOŚLĄSKIE;94;[szt.];;;;;;;;;;;;;;;;;783;Urządzenia oczyszczające;886128;Cyklony;;;;;;;;;;;;;282;2014;2014 ;159;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;;;;;
629;Urządzenia oczyszczające w zakładach szczególnie uciążliwych dla czystości powietrza;907;"Polska, województwa; Urządzenia oczyszczające";35067;DOLNOŚLĄSKIE;94;[szt.];;;;;;;;;;;;;;;;;783;Urządzenia oczyszczające;886130;Multicyklony;;;;;;;;;;;;;282;2014;2014 ;35;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;;;;;
629;Urządzenia oczyszczające w zakładach szczególnie uciążliwych dla czystości powietrza;907;"Polska, województwa; Urządzenia oczyszczające";35067;DOLNOŚLĄSKIE;94;[szt.];;;;;;;;;;;;;;;;;783;Urządzenia oczyszczające;886132;Filtry tkaninowe;;;;;;;;;;;;;282;2014;2014 ;1537;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;;;;;
629;Urządzenia oczyszczające w zakładach szczególnie uciążliwych dla czystości powietrza;907;"Polska, województwa; Urządzenia oczyszczające";35067;DOLNOŚLĄSKIE;94;[szt.];;;;;;;;;;;;;;;;;783;Urządzenia oczyszczające;886134;Elektrofiltry;;;;;;;;;;;;;282;2014;2014 ;46;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;;;;;
629;Urządzenia oczyszczające w zakładach szczególnie uciążliwych dla czystości powietrza;907;"Polska, województwa; Urządzenia oczyszczające";35067;DOLNOŚLĄSKIE;94;[szt.];;;;;;;;;;;;;;;;;783;Urządzenia oczyszczające;886136;Urządzenia mokre;;;;;;;;;;;;;282;2014;2014 ;104;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;;;;;
629;Urządzenia oczyszczające w zakładach szczególnie uciążliwych dla czystości powietrza;907;"Polska, województwa; Urządzenia oczyszczające";35067;DOLNOŚLĄSKIE;94;[szt.];;;;;;;;;;;;;;;;;783;Urządzenia oczyszczające;886138;Inne;;;;;;;;;;;;;282;2014;2014 ;163;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;;;;;
629;Urządzenia oczyszczające w zakładach szczególnie uciążliwych dla czystości powietrza;907;"Polska, województwa; Urządzenia oczyszczające";35067;DOLNOŚLĄSKIE;94;[szt.];;;;;;;;;;;;;;;;;783;Urządzenia oczyszczające;886128;Cyklony;;;;;;;;;;;;;282;2015;2015 ;165;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;;;;;
629;Urządzenia oczyszczające w zakładach szczególnie uciążliwych dla czystości powietrza;907;"Polska, województwa; Urządzenia oczyszczające";35067;DOLNOŚLĄSKIE;94;[szt.];;;;;;;;;;;;;;;;;783;Urządzenia oczyszczające;886130;Multicyklony;;;;;;;;;;;;;282;2015;2015 ;40;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;;;;;
629;Urządzenia oczyszczające w zakładach szczególnie uciążliwych dla czystości powietrza;907;"Polska, województwa; Urządzenia oczyszczające";35067;DOLNOŚLĄSKIE;94;[szt.];;;;;;;;;;;;;;;;;783;Urządzenia oczyszczające;886132;Filtry tkaninowe;;;;;;;;;;;;;282;2015;2015 ;1543;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;;;;;
629;Urządzenia oczyszczające w zakładach szczególnie uciążliwych dla czystości powietrza;907;"Polska, województwa; Urządzenia oczyszczające";35067;DOLNOŚLĄSKIE;94;[szt.];;;;;;;;;;;;;;;;;783;Urządzenia oczyszczające;886134;Elektrofiltry;;;;;;;;;;;;;282;2015;2015 ;46;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;;;;;
629;Urządzenia oczyszczające w zakładach szczególnie uciążliwych dla czystości powietrza;907;"Polska, województwa; Urządzenia oczyszczające";35067;DOLNOŚLĄSKIE;94;[szt.];;;;;;;;;;;;;;;;;783;Urządzenia oczyszczające;886136;Urządzenia mokre;;;;;;;;;;;;;282;2015;2015 ;103;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;;;;;
629;Urządzenia oczyszczające w zakładach szczególnie uciążliwych dla czystości powietrza;907;"Polska, województwa; Urządzenia oczyszczające";35067;DOLNOŚLĄSKIE;94;[szt.];;;;;;;;;;;;;;;;;783;Urządzenia oczyszczające;886138;Inne;;;;;;;;;;;;;282;2015;2015 ;169;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;;;;;
629;Urządzenia oczyszczające w zakładach szczególnie uciążliwych dla czystości powietrza;907;"Polska, województwa; Urządzenia oczyszczające";35067;DOLNOŚLĄSKIE;94;[szt.];;;;;;;;;;;;;;;;;783;Urządzenia oczyszczające;886128;Cyklony;;;;;;;;;;;;;282;2016;2016 ;147;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;;;;;
629;Urządzenia oczyszczające w zakładach szczególnie uciążliwych dla czystości powietrza;907;"Polska, województwa; Urządzenia oczyszczające";35067;DOLNOŚLĄSKIE;94;[szt.];;;;;;;;;;;;;;;;;783;Urządzenia oczyszczające;886130;Multicyklony;;;;;;;;;;;;;282;2016;2016 ;50;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;;;;;
629;Urządzenia oczyszczające w zakładach szczególnie uciążliwych dla czystości powietrza;907;"Polska, województwa; Urządzenia oczyszczające";35067;DOLNOŚLĄSKIE;94;[szt.];;;;;;;;;;;;;;;;;783;Urządzenia oczyszczające;886132;Filtry tkaninowe;;;;;;;;;;;;;282;2016;2016 ;1565;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;;;;;
629;Urządzenia oczyszczające w zakładach szczególnie uciążliwych dla czystości powietrza;907;"Polska, województwa; Urządzenia oczyszczające";35067;DOLNOŚLĄSKIE;94;[szt.];;;;;;;;;;;;;;;;;783;Urządzenia oczyszczające;886134;Elektrofiltry;;;;;;;;;;;;;282;2016;2016 ;42;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;;;;;
629;Urządzenia oczyszczające w zakładach szczególnie uciążliwych dla czystości powietrza;907;"Polska, województwa; Urządzenia oczyszczające";35067;DOLNOŚLĄSKIE;94;[szt.];;;;;;;;;;;;;;;;;783;Urządzenia oczyszczające;886136;Urządzenia mokre;;;;;;;;;;;;;282;2016;2016 ;105;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;;;;;
629;Urządzenia oczyszczające w zakładach szczególnie uciążliwych dla czystości powietrza;907;"Polska, województwa; Urządzenia oczyszczające";35067;DOLNOŚLĄSKIE;94;[szt.];;;;;;;;;;;;;;;;;783;Urządzenia oczyszczające;886138;Inne;;;;;;;;;;;;;282;2016;2016 ;173;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;;;;;
629;Urządzenia oczyszczające w zakładach szczególnie uciążliwych dla czystości powietrza;907;"Polska, województwa; Urządzenia oczyszczające";35067;DOLNOŚLĄSKIE;94;[szt.];;;;;;;;;;;;;;;;;783;Urządzenia oczyszczające;886128;Cyklony;;;;;;;;;;;;;282;2017;2017 ;130;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;;;;;
629;Urządzenia oczyszczające w zakładach szczególnie uciążliwych dla czystości powietrza;907;"Polska, województwa; Urządzenia oczyszczające";35067;DOLNOŚLĄSKIE;94;[szt.];;;;;;;;;;;;;;;;;783;Urządzenia oczyszczające;886130;Multicyklony;;;;;;;;;;;;;282;2017;2017 ;48;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;;;;;
629;Urządzenia oczyszczające w zakładach szczególnie uciążliwych dla czystości powietrza;907;"Polska, województwa; Urządzenia oczyszczające";35067;DOLNOŚLĄSKIE;94;[szt.];;;;;;;;;;;;;;;;;783;Urządzenia oczyszczające;886132;Filtry tkaninowe;;;;;;;;;;;;;282;2017;2017 ;1580;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;;;;;
629;Urządzenia oczyszczające w zakładach szczególnie uciążliwych dla czystości powietrza;907;"Polska, województwa; Urządzenia oczyszczające";35067;DOLNOŚLĄSKIE;94;[szt.];;;;;;;;;;;;;;;;;783;Urządzenia oczyszczające;886134;Elektrofiltry;;;;;;;;;;;;;282;2017;2017 ;53;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;;;;;
629;Urządzenia oczyszczające w zakładach szczególnie uciążliwych dla czystości powietrza;907;"Polska, województwa; Urządzenia oczyszczające";35067;DOLNOŚLĄSKIE;94;[szt.];;;;;;;;;;;;;;;;;783;Urządzenia oczyszczające;886136;Urządzenia mokre;;;;;;;;;;;;;282;2017;2017 ;86;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;;;;;
629;Urządzenia oczyszczające w zakładach szczególnie uciążliwych dla czystości powietrza;907;"Polska, województwa; Urządzenia oczyszczające";35067;DOLNOŚLĄSKIE;94;[szt.];;;;;;;;;;;;;;;;;783;Urządzenia oczyszczające;886138;Inne;;;;;;;;;;;;;282;2017;2017 ;161;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;;;;;
629;Urządzenia oczyszczające w zakładach szczególnie uciążliwych dla czystości powietrza;907;"Polska, województwa; Urządzenia oczyszczające";35067;DOLNOŚLĄSKIE;94;[szt.];;;;;;;;;;;;;;;;;783;Urządzenia oczyszczające;886128;Cyklony;;;;;;;;;;;;;282;2018;2018 ;122;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;;;;;
629;Urządzenia oczyszczające w zakładach szczególnie uciążliwych dla czystości powietrza;907;"Polska, województwa; Urządzenia oczyszczające";35067;DOLNOŚLĄSKIE;94;[szt.];;;;;;;;;;;;;;;;;783;Urządzenia oczyszczające;886130;Multicyklony;;;;;;;;;;;;;282;2018;2018 ;51;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;;;;;
629;Urządzenia oczyszczające w zakładach szczególnie uciążliwych dla czystości powietrza;907;"Polska, województwa; Urządzenia oczyszczające";35067;DOLNOŚLĄSKIE;94;[szt.];;;;;;;;;;;;;;;;;783;Urządzenia oczyszczające;886132;Filtry tkaninowe;;;;;;;;;;;;;282;2018;2018 ;1609;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;;;;;
629;Urządzenia oczyszczające w zakładach szczególnie uciążliwych dla czystości powietrza;907;"Polska, województwa; Urządzenia oczyszczające";35067;DOLNOŚLĄSKIE;94;[szt.];;;;;;;;;;;;;;;;;783;Urządzenia oczyszczające;886134;Elektrofiltry;;;;;;;;;;;;;282;2018;2018 ;44;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;;;;;
629;Urządzenia oczyszczające w zakładach szczególnie uciążliwych dla czystości powietrza;907;"Polska, województwa; Urządzenia oczyszczające";35067;DOLNOŚLĄSKIE;94;[szt.];;;;;;;;;;;;;;;;;783;Urządzenia oczyszczające;886136;Urządzenia mokre;;;;;;;;;;;;;282;2018;2018 ;100;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;;;;;
629;Urządzenia oczyszczające w zakładach szczególnie uciążliwych dla czystości powietrza;907;"Polska, województwa; Urządzenia oczyszczające";35067;DOLNOŚLĄSKIE;94;[szt.];;;;;;;;;;;;;;;;;783;Urządzenia oczyszczające;886138;Inne;;;;;;;;;;;;;282;2018;2018 ;162;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;;;;;
629;Urządzenia oczyszczające w zakładach szczególnie uciążliwych dla czystości powietrza;907;"Polska, województwa; Urządzenia oczyszczające";35067;DOLNOŚLĄSKIE;94;[szt.];;;;;;;;;;;;;;;;;783;Urządzenia oczyszczające;886128;Cyklony;;;;;;;;;;;;;282;2019;2019 ;110;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;;;;;
629;Urządzenia oczyszczające w zakładach szczególnie uciążliwych dla czystości powietrza;907;"Polska, województwa; Urządzenia oczyszczające";35067;DOLNOŚLĄSKIE;94;[szt.];;;;;;;;;;;;;;;;;783;Urządzenia oczyszczające;886130;Multicyklony;;;;;;;;;;;;;282;2019;2019 ;47;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;;;;;
629;Urządzenia oczyszczające w zakładach szczególnie uciążliwych dla czystości powietrza;907;"Polska, województwa; Urządzenia oczyszczające";35067;DOLNOŚLĄSKIE;94;[szt.];;;;;;;;;;;;;;;;;783;Urządzenia oczyszczające;886132;Filtry tkaninowe;;;;;;;;;;;;;282;2019;2019 ;1595;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;;;;;
629;Urządzenia oczyszczające w zakładach szczególnie uciążliwych dla czystości powietrza;907;"Polska, województwa; Urządzenia oczyszczające";35067;DOLNOŚLĄSKIE;94;[szt.];;;;;;;;;;;;;;;;;783;Urządzenia oczyszczające;886134;Elektrofiltry;;;;;;;;;;;;;282;2019;2019 ;54;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;;;;;
629;Urządzenia oczyszczające w zakładach szczególnie uciążliwych dla czystości powietrza;907;"Polska, województwa; Urządzenia oczyszczające";35067;DOLNOŚLĄSKIE;94;[szt.];;;;;;;;;;;;;;;;;783;Urządzenia oczyszczające;886136;Urządzenia mokre;;;;;;;;;;;;;282;2019;2019 ;104;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;;;;;
629;Urządzenia oczyszczające w zakładach szczególnie uciążliwych dla czystości powietrza;907;"Polska, województwa; Urządzenia oczyszczające";35067;DOLNOŚLĄSKIE;94;[szt.];;;;;;;;;;;;;;;;;783;Urządzenia oczyszczające;886138;Inne;;;;;;;;;;;;;282;2019;2019 ;156;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;;;;;
629;Urządzenia oczyszczające w zakładach szczególnie uciążliwych dla czystości powietrza;907;"Polska, województwa; Urządzenia oczyszczające";35067;DOLNOŚLĄSKIE;94;[szt.];;;;;;;;;;;;;;;;;783;Urządzenia oczyszczające;886128;Cyklony;;;;;;;;;;;;;282;2020;2020 ;104;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;;;;;
629;Urządzenia oczyszczające w zakładach szczególnie uciążliwych dla czystości powietrza;907;"Polska, województwa; Urządzenia oczyszczające";35067;DOLNOŚLĄSKIE;94;[szt.];;;;;;;;;;;;;;;;;783;Urządzenia oczyszczające;886130;Multicyklony;;;;;;;;;;;;;282;2020;2020 ;48;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;;;;;
629;Urządzenia oczyszczające w zakładach szczególnie uciążliwych dla czystości powietrza;907;"Polska, województwa; Urządzenia oczyszczające";35067;DOLNOŚLĄSKIE;94;[szt.];;;;;;;;;;;;;;;;;783;Urządzenia oczyszczające;886132;Filtry tkaninowe;;;;;;;;;;;;;282;2020;2020 ;1643;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;;;;;
629;Urządzenia oczyszczające w zakładach szczególnie uciążliwych dla czystości powietrza;907;"Polska, województwa; Urządzenia oczyszczające";35067;DOLNOŚLĄSKIE;94;[szt.];;;;;;;;;;;;;;;;;783;Urządzenia oczyszczające;886134;Elektrofiltry;;;;;;;;;;;;;282;2020;2020 ;46;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;;;;;
629;Urządzenia oczyszczające w zakładach szczególnie uciążliwych dla czystości powietrza;907;"Polska, województwa; Urządzenia oczyszczające";35067;DOLNOŚLĄSKIE;94;[szt.];;;;;;;;;;;;;;;;;783;Urządzenia oczyszczające;886136;Urządzenia mokre;;;;;;;;;;;;;282;2020;2020 ;114;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;;;;;
629;Urządzenia oczyszczające w zakładach szczególnie uciążliwych dla czystości powietrza;907;"Polska, województwa; Urządzenia oczyszczające";35067;DOLNOŚLĄSKIE;94;[szt.];;;;;;;;;;;;;;;;;783;Urządzenia oczyszczające;886138;Inne;;;;;;;;;;;;;282;2020;2020 ;154;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;;;;;
629;Urządzenia oczyszczające w zakładach szczególnie uciążliwych dla czystości powietrza;907;"Polska, województwa; Urządzenia oczyszczające";35067;DOLNOŚLĄSKIE;94;[szt.];;;;;;;;;;;;;;;;;783;Urządzenia oczyszczające;886128;Cyklony;;;;;;;;;;;;;282;2021;2021 ;103;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;;;;;
629;Urządzenia oczyszczające w zakładach szczególnie uciążliwych dla czystości powietrza;907;"Polska, województwa; Urządzenia oczyszczające";35067;DOLNOŚLĄSKIE;94;[szt.];;;;;;;;;;;;;;;;;783;Urządzenia oczyszczające;886130;Multicyklony;;;;;;;;;;;;;282;2021;2021 ;48;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;;;;;
629;Urządzenia oczyszczające w zakładach szczególnie uciążliwych dla czystości powietrza;907;"Polska, województwa; Urządzenia oczyszczające";35067;DOLNOŚLĄSKIE;94;[szt.];;;;;;;;;;;;;;;;;783;Urządzenia oczyszczające;886132;Filtry tkaninowe;;;;;;;;;;;;;282;2021;2021 ;1643;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;;;;;
629;Urządzenia oczyszczające w zakładach szczególnie uciążliwych dla czystości powietrza;907;"Polska, województwa; Urządzenia oczyszczające";35067;DOLNOŚLĄSKIE;94;[szt.];;;;;;;;;;;;;;;;;783;Urządzenia oczyszczające;886134;Elektrofiltry;;;;;;;;;;;;;282;2021;2021 ;32;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;;;;;
629;Urządzenia oczyszczające w zakładach szczególnie uciążliwych dla czystości powietrza;907;"Polska, województwa; Urządzenia oczyszczające";35067;DOLNOŚLĄSKIE;94;[szt.];;;;;;;;;;;;;;;;;783;Urządzenia oczyszczające;886136;Urządzenia mokre;;;;;;;;;;;;;282;2021;2021 ;93;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;;;;;
629;Urządzenia oczyszczające w zakładach szczególnie uciążliwych dla czystości powietrza;907;"Polska, województwa; Urządzenia oczyszczające";35067;DOLNOŚLĄSKIE;94;[szt.];;;;;;;;;;;;;;;;;783;Urządzenia oczyszczające;886138;Inne;;;;;;;;;;;;;282;2021;2021 ;154;ND;Nie dotyczy;nd;Dane jawne;nd;Nie dotyczy;;;;;
